,Postcode 1,Longitude,Latitude
,NW3 7EU,-0.180956,51.564897
,NW3 7EX,-0.182755,51.565365
,NW3 7EY,-0.183317,51.5672
,NW3 7FA,-0.173863,51.554293
,NW3 7FD,-0.173863,51.554293
,NW3 7FJ,-0.173863,51.554293
,NW3 7FP,-0.173863,51.554293
,NW3 7FS,-0.173863,51.554293
,NW3 7HA,-0.183322,51.567535
,NW3 7HB,-0.183491,51.567526
,NW3 7HE,-0.183285,51.568083
,NW3 7HG,-0.183047,51.567807
,NW3 7HH,-0.182395,51.567518
,NW3 7HJ,-0.182308,51.567526
,NW3 7HL,-0.182047,51.567198
,NW3 7HN,-0.180762,51.567951
,NW3 7HP,-0.180502,51.567228
,NW3 7HQ,-0.18313,51.567907
,NW3 7HR,-0.181312,51.568266
,NW3 7HT,-0.182193,51.568594
,NW3 7HU,-0.182638,51.568313
,NW3 7HW,-0.182171,51.568072
,NW3 7HX,-0.173863,51.554293
,NW3 7JD,-0.174661,51.567875
,NW3 7JH,-0.174276,51.56884
,NW3 7JN,-0.172764,51.57092
,NW3 7JR,-0.167625,51.571326
,NW3 7LB,-0.183406,51.556644
,NW3 7LD,-0.183934,51.556862
,NW3 7LE,-0.1845,51.557048
,NW3 7LG,-0.18349,51.557511
,NW3 7LH,-0.183395,51.557273
,NW3 7LJ,-0.184922,51.557324
,NW3 7LL,-0.184217,51.557637
,NW3 7LN,-0.185172,51.557921
,NW3 7LP,-0.185919,51.557645
,NW3 7LR,-0.182905,51.558354
,NW3 7LS,-0.182009,51.559215
,NW3 7LT,-0.182019,51.559572
,NW3 7LU,-0.18302,51.560163
,NW3 7LW,-0.18283,51.556608
,NW3 7LX,-0.185182,51.559846
,NW3 7LY,-0.183093,51.560497
,NW3 7NA,-0.183635,51.560676
,NW3 7NB,-0.185171,51.560502
,NW3 7ND,-0.18432,51.560498
,NW3 7NE,-0.1847,51.560728
,NW3 7NF,-0.18371,51.560965
,NW3 7NG,-0.18467,51.561483
,NW3 7NL,-0.194002,51.560818
,NW3 7NN,-0.194385,51.55952
,NW3 7NP,-0.195209,51.558741
,NW3 7NR,-0.194573,51.558786
,NW3 7NS,-0.193644,51.56003
,NW3 7NT,-0.19153,51.561311
,NW3 7NU,-0.190267,51.561858
,NW3 7PD,-0.189844,51.557616
,NW3 7PE,-0.189868,51.558102
,NW3 7PG,-0.192202,51.558542
,NW3 7PH,-0.192634,51.559286
,NW3 7PL,-0.194217,51.560111
,NW3 7PN,-0.195792,51.560423
,NW3 7PP,-0.195921,51.560083
,NW3 7PQ,-0.192317,51.558184
,NW3 7PR,-0.195188,51.559649
,NW3 7QA,-0.191772,51.560658
,NW3 7QB,-0.19078,51.56058
,NW3 7QG,-0.192681,51.560654
,NW3 7QH,-0.192209,51.560179
,NW3 7QJ,-0.190428,51.558911
,NW3 7QL,-0.192907,51.560046
,NW3 7QN,-0.191447,51.559394
,NW3 7QX,-0.184359,51.555885
,NW3 7QY,-0.186357,51.55642
,NW3 7RA,-0.187418,51.557326
,NW3 7RB,-0.186772,51.557613
,NW3 7RD,-0.187933,51.555968
,NW3 7RE,-0.188188,51.556466
,NW3 7RF,-0.173863,51.554293
,NW3 7RG,-0.185252,51.556295
,NW3 7RP,-0.189286,51.558965
,NW3 7RR,-0.188918,51.560947
,NW3 7RS,-0.188296,51.56064
,NW3 7RT,-0.18795,51.558459
,NW3 7RU,-0.187535,51.558362
,NW3 7RX,-0.187152,51.558563
,NW3 7RY,-0.185952,51.558644
,NW3 7SA,-0.187112,51.558122
,NW3 7SB,-0.189239,51.556878
,NW3 7SD,-0.190208,51.554987
,NW3 7SE,-0.173863,51.554293
,NW3 7SF,-0.193484,51.557132
,NW3 7SG,-0.193484,51.557132
,NW3 7SH,-0.173863,51.554293
,NW3 7SJ,-0.193484,51.557132
,NW3 7SL,-0.188678,51.557921
,NW3 7SN,-0.189909,51.557068
,NW3 7SP,-0.191334,51.556793
,NW3 7SR,-0.190778,51.55736
,NW3 7SS,-0.191323,51.557441
,NW3 7SU,-0.19433,51.558008
,NW3 7SW,-0.190413,51.554273
,NW3 7SX,-0.191753,51.556404
,NW3 7SY,-0.191038,51.55517
,NW3 7TA,-0.191115,51.554668
,NW3 7UU,-0.188479,51.562208
,NW3 7UX,-0.186667,51.562147
,NW3 7UY,-0.18698,51.560728
,NW3 7WD,-0.173863,51.554293
,NW3 7WF,-0.173863,51.554293
,NW3 7WJ,-0.173863,51.554293
,NW3 7XA,-0.186966,51.559621
,NW3 7XB,-0.186653,51.55914
,NW3 7XD,-0.18527,51.562005
,NW3 7XF,-0.184183,51.55921
,NW3 7XG,-0.185269,51.561295
,NW3 7XZ,-0.173863,51.554293
,NW3 7ZW,-0.173838,51.554295
,NW3 9AJ,-0.173863,51.554293
,NW3 9BD,-0.173863,51.554293
,NW3 9BX,-0.173863,51.554293
,NW3 9DY,-0.173863,51.554293
,NW3 9ED,-0.173863,51.554293
,NW3 9EL,-0.173863,51.554293
,NW3 9EQ,-0.173863,51.554293
,NW3 9FU,-0.173863,51.554293
,NW3 9GA,-0.173863,51.554293
,NW3 9JA,-0.173863,51.554293
,NW3 9JR,-0.173838,51.554295
,NW3 9JY,-0.173863,51.554293
,NW3 9LE,-0.173863,51.554293
,NW3 9LH,-0.173863,51.554293
,NW3 9LL,-0.173838,51.554295
,NW3 9LS,-0.173863,51.554293
,NW3 9LW,-0.173863,51.554293
,NW3 9NA,-0.173863,51.554293
,NW3 9NB,-0.173863,51.554293
,NW3 9NG,-0.173863,51.554293
,NW3 9NN,-0.173863,51.554293
,NW3 9NR,-0.173863,51.554293
,NW3 9NS,-0.173863,51.554293
,NW3 9NT,-0.173863,51.554293
,NW3 9PN,-0.173863,51.554293
,NW3 9PW,-0.173863,51.554293
,NW3 9QH,-0.173863,51.554293
,NW3 9QJ,-0.173863,51.554293
,NW3 9QR,-0.173863,51.554293
,NW3 9RE,-0.173863,51.554293
,NW3 9RG,-0.173863,51.554293
,NW3 9RN,-0.173838,51.554295
,NW3 9SG,-0.173838,51.554295
,NW3 9SN,-0.173863,51.554293
,NW3 9SY,-0.173838,51.554295
,NW3 9SZ,-0.173863,51.554293
,NW3 9TA,-0.173863,51.554293
,NW3 9TB,-0.173863,51.554293
,NW3 9TF,-0.173863,51.554293
,NW3 9TH,-0.173863,51.554293
,NW3 9TP,-0.173863,51.554293
,NW3 9TU,-0.173863,51.554293
,NW3 9TW,-0.173863,51.554293
,NW3 9TX,-0.173863,51.554293
,NW3 9TY,-0.173863,51.554293
,NW3 9TZ,-0.173863,51.554293
,NW3 9UE,-0.173863,51.554293
,NW3 9UG,-0.173863,51.554293
,NW3 9UH,-0.173863,51.554293
,NW3 9UJ,-0.173863,51.554293
,NW3 9UL,-0.173863,51.554293
,NW3 9UN,-0.173863,51.554293
,NW3 9UP,-0.173838,51.554295
,NW3 9UQ,-0.173838,51.554295
,NW3 9US,-0.173838,51.554295
,NW3 9UT,-0.173838,51.554295
,NW3 9UU,-0.173838,51.554295
,NW3 9UW,-0.173838,51.554295
,NW3 9UX,-0.173838,51.554295
,NW3 9UY,-0.173838,51.554295
,NW3 9WA,-0.173838,51.554295
,NW3 9WB,-0.173838,51.554295
,NW3 9WD,-0.173838,51.554295
,NW3 9WE,-0.173838,51.554295
,NW3 9WH,-0.173838,51.554295
,NW3 9WJ,-0.173838,51.554295
,NW3 9WL,-0.173838,51.554295
,NW3 9WN,-0.173838,51.554295
,NW3 9WP,-0.173838,51.554295
,NW3 9WQ,-0.173838,51.554295
,NW3 9WR,-0.173838,51.554295
,NW3 9WS,-0.173838,51.554295
,NW3 9WT,-0.173838,51.554295
,NW3 9WU,-0.173838,51.554295
,NW3 9WW,-0.173838,51.554295
,NW3 9WX,-0.173838,51.554295
,NW3 9WY,-0.173838,51.554295
,NW3 9WZ,-0.173838,51.554295
,NW3 9XA,-0.173838,51.554295
,NW5 1AA,-0.141291,51.55218
,NW5 1AD,-0.141088,51.553643
,NW5 1AE,-0.140863,51.554188
,NW5 1AG,-0.140294,51.55471
,NW5 1AH,-0.140409,51.556132
,NW5 1AJ,-0.139917,51.55616
,NW5 1AL,-0.139143,51.55676
,NW5 1AN,-0.141319,51.557873
,NW5 1AP,-0.14141,51.558126
,NW5 1AR,-0.141616,51.558381
,NW5 1AS,-0.141457,51.552363
,NW5 1BD,-0.141008,51.554523
,NW5 1BE,-0.145832,51.556874
,NW5 1BF,-0.141638,51.553229
,NW5 1BG,-0.140571,51.554717
,NW5 1BH,-0.146214,51.557051
,NW5 1BJ,-0.144529,51.555199
,NW5 1BL,-0.145199,51.555842
,NW5 1BN,-0.145545,51.556483
,NW5 1BP,-0.145809,51.556712
,NW5 1BR,-0.143544,51.553973
,NW5 1BT,-0.14586,51.557244
,NW5 1BU,-0.145491,51.556818
,NW5 1BW,-0.144009,51.555293
,NW5 1BX,-0.144522,51.55787
,NW5 1BY,-0.144519,51.557573
,NW5 1DA,-0.141954,51.558926
,NW5 1DB,-0.140883,51.559368
,NW5 1DD,-0.140796,51.559034
,NW5 1DE,-0.14305,51.558242
,NW5 1DG,-0.142903,51.558294
,NW5 1DH,-0.141981,51.558612
,NW5 1DJ,-0.143446,51.558078
,NW5 1DL,-0.144369,51.557364
,NW5 1DN,-0.144175,51.557172
,NW5 1DP,-0.144373,51.55663
,NW5 1DR,-0.14388,51.556978
,NW5 1DS,-0.143517,51.55712
,NW5 1DT,-0.143063,51.557199
,NW5 1DU,-0.142724,51.557383
,NW5 1DX,-0.142292,51.557349
,NW5 1EE,-0.146589,51.55882
,NW5 1EG,-0.146334,51.559077
,NW5 1EH,-0.147961,51.559498
,NW5 1EJ,-0.148781,51.559196
,NW5 1EL,-0.146699,51.560377
,NW5 1EN,-0.146538,51.560087
,NW5 1EP,-0.1441,51.560435
,NW5 1ER,-0.145627,51.561556
,NW5 1ES,-0.146066,51.56141
,NW5 1ET,-0.14704,51.56228
,NW5 1EU,-0.145029,51.561718
,NW5 1EX,-0.144563,51.561827
,NW5 1EY,-0.144259,51.5622
,NW5 1HA,-0.143431,51.561638
,NW5 1HB,-0.14389,51.563111
,NW5 1HE,-0.145205,51.560569
,NW5 1HF,-0.144662,51.560804
,NW5 1HP,-0.140179,51.558952
,NW5 1HR,-0.140398,51.559225
,NW5 1HU,-0.140686,51.55959
,NW5 1JB,-0.14134,51.560185
,NW5 1JD,-0.141353,51.560931
,NW5 1JE,-0.140928,51.562165
,NW5 1JG,-0.140918,51.56239
,NW5 1JH,-0.14249,51.562406
,NW5 1JJ,-0.141913,51.562406
,NW5 1JL,-0.142661,51.56106
,NW5 1JN,-0.142082,51.561105
,NW5 1JP,-0.141495,51.562057
,NW5 1JY,-0.141892,51.552031
,NW5 1LB,-0.143529,51.552836
,NW5 1LE,-0.146215,51.555972
,NW5 1LG,-0.146615,51.556134
,NW5 1LH,-0.146915,51.555785
,NW5 1LJ,-0.14656,51.556337
,NW5 1LL,-0.14791,51.556485
,NW5 1LN,-0.14776,51.555916
,NW5 1LP,-0.148406,51.556016
,NW5 1LR,-0.148932,51.555494
,NW5 1LT,-0.14983,51.555475
,NW5 1LX,-0.14897,51.556046
,NW5 1LY,-0.149644,51.55608
,NW5 1LZ,-0.149451,51.555843
,NW5 1NA,-0.149886,51.556516
,NW5 1NB,-0.150223,51.557097
,NW5 1ND,-0.150006,51.557462
,NW5 1NJ,-0.147658,51.556301
,NW5 1NR,-0.141424,51.552102
,NW5 1NS,-0.142053,51.552957
,NW5 1NT,-0.142219,51.553139
,NW5 1NU,-0.143109,51.553585
,NW5 1NX,-0.143448,51.55377
,NW5 1PA,-0.143872,51.553984
,NW5 1PB,-0.144804,51.555186
,NW5 1PD,-0.146311,51.557161
,NW5 1PE,-0.146395,51.557216
,NW5 1PG,-0.146451,51.557253
,NW5 1PH,-0.147075,51.557883
,NW5 1PJ,-0.147307,51.558912
,NW5 1PL,-0.1483,51.558613
,NW5 1PN,-0.14798,51.557259
,NW5 1PP,-0.148615,51.557251
,NW5 1PQ,-0.148348,51.557085
,NW5 1PR,-0.149381,51.556859
,NW5 1PS,-0.148545,51.556836
,NW5 1PT,-0.148735,51.556426
,NW5 1PU,-0.147884,51.556781
,NW5 1PX,-0.147184,51.556608
,NW5 1QN,-0.148953,51.557445
,NW5 1QP,-0.149557,51.557491
,NW5 1QR,-0.149772,51.559302
,NW5 1QS,-0.148676,51.558943
,NW5 1QT,-0.148745,51.559016
,NW5 1QU,-0.149897,51.560584
,NW5 1QX,-0.150333,51.561478
,NW5 1QY,-0.150103,51.561105
,NW5 1RB,-0.149316,51.560589
,NW5 1RD,-0.148542,51.561548
,NW5 1RE,-0.148685,51.560858
,NW5 1RF,-0.147761,51.561221
,NW5 1RG,-0.147391,51.561449
,NW5 1RH,-0.145413,51.562569
,NW5 1RJ,-0.144641,51.562395
,NW5 1RL,-0.149649,51.558445
,NW5 1RN,-0.150796,51.558958
,NW5 1RP,-0.149441,51.559998
,NW5 1RT,-0.14345,51.553357
,NW5 1RU,-0.146726,51.550837
,NW5 1RX,-0.147885,51.558885
,NW5 1RY,-0.147828,51.559217
,NW5 1RZ,-0.145995,51.559943
,NW5 1SA,-0.145832,51.559716
,NW5 1SB,-0.144877,51.560124
,NW5 1SD,-0.145103,51.559192
,NW5 1SE,-0.145587,51.559002
,NW5 1SG,-0.14544,51.559413
,NW5 1SH,-0.143423,51.559687
,NW5 1SJ,-0.143658,51.559942
,NW5 1SL,-0.142735,51.559235
,NW5 1SN,-0.14288,51.559561
,NW5 1SP,-0.143844,51.558561
,NW5 1SR,-0.143167,51.557848
,NW5 1SS,-0.142913,51.558042
,NW5 1ST,-0.143382,51.558589
,NW5 1SU,-0.145084,51.558238
,NW5 1SW,-0.144276,51.558226
,NW5 1SX,-0.144875,51.558757
,NW5 1SY,-0.146063,51.55793
,NW5 1TF,-0.145739,51.554895
,NW5 1TL,-0.144754,51.553935
,NW5 1TN,-0.146457,51.553557
,NW5 1TR,-0.145468,51.555169
,NW5 1TS,-0.145891,51.554708
,NW5 1TU,-0.143144,51.554863
,NW5 1TX,-0.142765,51.554605
,NW5 1TY,-0.143686,51.554314
,NW5 1UA,-0.143037,51.553953
,NW5 1UB,-0.142754,51.554155
,NW5 1UD,-0.142617,51.553631
,NW5 1UE,-0.141587,51.554119
,NW5 1UF,-0.141456,51.556625
,NW5 1UG,-0.142021,51.554449
,NW5 1UH,-0.141831,51.555939
,NW5 1UJ,-0.140287,51.557353
,NW5 1UN,-0.141176,51.556081
,NW5 1UP,-0.141247,51.555399
,NW5 1UR,-0.140911,51.555142
,NW5 1UT,-0.140422,51.555467
,NW5 1UX,-0.144217,51.556139
,NW5 1WB,-0.146726,51.550837
,NW5 1WE,-0.146726,51.550837
,NW5 1XA,-0.144347,51.55579
,NW5 1XB,-0.143388,51.555595
,NW5 1XD,-0.142905,51.555767
,NW5 1XE,-0.142364,51.556307
,NW5 1XG,-0.142017,51.55667
,NW5 1XH,-0.143485,51.556397
,NW5 1XY,-0.146726,51.550837
,NW5 1YE,-0.146726,51.550837
,NW5 1ZL,-0.146726,51.550837
,NW5 1ZT,-0.146726,51.550837
,NW5 2AA,-0.140445,51.550012
,NW5 2AB,-0.140736,51.549168
,NW5 2AD,-0.14099,51.548255
,NW5 2AE,-0.141079,51.547567
,NW5 2AG,-0.141403,51.546976
,NW5 2AH,-0.137419,51.545636
,NW5 2AJ,-0.137681,51.545927
,NW5 2AL,-0.135636,51.546569
,NW5 2AN,-0.134953,51.546325
,NW5 2AP,-0.13474,51.546609
,NW5 2AR,-0.135134,51.546858
,NW5 2AS,-0.135523,51.547206
,NW5 2AT,-0.134259,51.547788
,NW5 2AU,-0.133835,51.547566
,NW5 2AX,-0.13294,51.548307
,NW5 2AY,-0.133134,51.548481
,NW5 2BA,-0.133211,51.548725
,NW5 2BB,-0.133825,51.549589
,NW5 2BD,-0.134325,51.549354
,NW5 2BE,-0.134097,51.548937
,NW5 2BF,-0.136012,51.54582
,NW5 2BJ,-0.134611,51.550123
,NW5 2BL,-0.135012,51.550174
,NW5 2BP,-0.135933,51.550243
,NW5 2BU,-0.140831,51.548963
,NW5 2BW,-0.139955,51.546404
,NW5 2BX,-0.139955,51.546404
,NW5 2BY,-0.140987,51.548327
,NW5 2DA,-0.138699,51.555628
,NW5 2DB,-0.134693,51.545988
,NW5 2DH,-0.13648,51.548138
,NW5 2DJ,-0.139447,51.549384
,NW5 2DL,-0.136294,51.549161
,NW5 2DN,-0.134544,51.548575
,NW5 2DP,-0.134574,51.548207
,NW5 2DR,-0.136932,51.548379
,NW5 2DS,-0.137475,51.548847
,NW5 2DT,-0.13958,51.548529
,NW5 2DU,-0.139607,51.548908
,NW5 2DX,-0.140612,51.54904
,NW5 2DY,-0.140928,51.548362
,NW5 2EA,-0.141072,51.547654
,NW5 2EB,-0.139569,51.547738
,NW5 2ED,-0.139842,51.548111
,NW5 2EE,-0.137584,51.547607
,NW5 2EG,-0.136246,51.547514
,NW5 2EH,-0.13744,51.547956
,NW5 2EL,-0.138554,51.548225
,NW5 2EN,-0.140462,51.549524
,NW5 2EQ,-0.131471,51.551062
,NW5 2ER,-0.135734,51.551295
,NW5 2ES,-0.140898,51.551931
,NW5 2ET,-0.140755,51.552253
,NW5 2EU,-0.140913,51.552264
,NW5 2EX,-0.140824,51.552668
,NW5 2EY,-0.140701,51.552522
,NW5 2HA,-0.140698,51.552576
,NW5 2HB,-0.140804,51.552811
,NW5 2HD,-0.140222,51.552586
,NW5 2HE,-0.140484,51.552518
,NW5 2HF,-0.140406,51.552319
,NW5 2HG,-0.140414,51.553533
,NW5 2HH,-0.140118,51.554068
,NW5 2HJ,-0.139931,51.554407
,NW5 2HL,-0.139135,51.555527
,NW5 2HP,-0.138692,51.55615
,NW5 2HR,-0.139241,51.556114
,NW5 2HS,-0.138313,51.555532
,NW5 2HT,-0.137929,51.5554
,NW5 2HU,-0.137462,51.554826
,NW5 2HX,-0.137943,51.554699
,NW5 2HY,-0.138409,51.55459
,NW5 2JA,-0.139096,51.554367
,NW5 2JB,-0.138353,51.553833
,NW5 2JD,-0.136227,51.553695
,NW5 2JE,-0.135923,51.554011
,NW5 2JP,-0.140633,51.553105
,NW5 2JR,-0.141746,51.548447
,NW5 2JS,-0.14136,51.548803
,NW5 2JT,-0.141511,51.548284
,NW5 2JU,-0.141878,51.546992
,NW5 2JW,-0.141687,51.548833
,NW5 2JX,-0.13957,51.547351
,NW5 2JY,-0.138921,51.547008
,NW5 2LA,-0.138306,51.546864
,NW5 2LB,-0.140779,51.547139
,NW5 2LD,-0.136807,51.54684
,NW5 2LE,-0.13694,51.54713
,NW5 2LG,-0.137007,51.546546
,NW5 2LH,-0.138875,51.546702
,NW5 2LJ,-0.140034,51.546936
,NW5 2LL,-0.140514,51.546476
,NW5 2LN,-0.137507,51.546293
,NW5 2LP,-0.141386,51.548801
,NW5 2LY,-0.14028,51.551166
,NW5 2ND,-0.142146,51.54679
,NW5 2NE,-0.138169,51.551627
,NW5 2NF,-0.141877,51.547001
,NW5 2NG,-0.138071,51.552282
,NW5 2NH,-0.13794,51.553009
,NW5 2NJ,-0.137827,51.553645
,NW5 2NL,-0.137635,51.55411
,NW5 2NN,-0.137177,51.554381
,NW5 2NP,-0.136617,51.554309
,NW5 2NR,-0.137266,51.553627
,NW5 2NS,-0.138481,51.55353
,NW5 2NT,-0.138563,51.553288
,NW5 2NU,-0.139232,51.553155
,NW5 2NX,-0.139522,51.553483
,NW5 2NY,-0.139065,51.553728
,NW5 2PA,-0.13991,51.553516
,NW5 2PB,-0.138649,51.552948
,NW5 2PD,-0.138702,51.552724
,NW5 2PE,-0.13979,51.55257
,NW5 2PG,-0.139355,51.552617
,NW5 2PH,-0.140022,51.551477
,NW5 2PJ,-0.139691,51.551454
,NW5 2PL,-0.140389,51.551312
,NW5 2PN,-0.140327,51.551779
,NW5 2PP,-0.140697,51.552261
,NW5 2PS,-0.140121,51.552225
,NW5 2PT,-0.14026,51.552002
,NW5 2PU,-0.138998,51.552171
,NW5 2PW,-0.13851,51.552478
,NW5 2PX,-0.139011,51.551866
,NW5 2QA,-0.137219,51.553366
,NW5 2QD,-0.139781,51.551023
,NW5 2QE,-0.137701,51.55073
,NW5 2QG,-0.138527,51.550986
,NW5 2QH,-0.137186,51.551057
,NW5 2QJ,-0.135747,51.550914
,NW5 2QL,-0.136832,51.550482
,NW5 2QN,-0.13555,51.550426
,NW5 2QP,-0.134353,51.551495
,NW5 2QQ,-0.139222,51.551284
,NW5 2QR,-0.133714,51.551943
,NW5 2QS,-0.133623,51.552059
,NW5 2QT,-0.133343,51.552207
,NW5 2QU,-0.133664,51.552455
,NW5 2QW,-0.13555,51.550426
,NW5 2QX,-0.133742,51.552321
,NW5 2QY,-0.134875,51.552115
,NW5 2RA,-0.135301,51.551222
,NW5 2RB,-0.134218,51.550908
,NW5 2RD,-0.132388,51.550852
,NW5 2RE,-0.131781,51.550537
,NW5 2RG,-0.133958,51.550571
,NW5 2RX,-0.133356,51.551515
,NW5 2RY,-0.132608,51.551818
,NW5 2RZ,-0.133989,51.55121
,NW5 2SA,-0.132065,51.55136
,NW5 2SB,-0.132366,51.551041
,NW5 2SD,-0.132844,51.551345
,NW5 2SE,-0.132621,51.55046
,NW5 2SG,-0.132918,51.550249
,NW5 2SH,-0.133417,51.550392
,NW5 2SJ,-0.13284,51.549672
,NW5 2SL,-0.13213,51.549058
,NW5 2SN,-0.131488,51.548176
,NW5 2SP,-0.132479,51.548291
,NW5 2SQ,-0.132643,51.547808
,NW5 2SR,-0.132593,51.547969
,NW5 2SS,-0.131005,51.548366
,NW5 2ST,-0.131376,51.548804
,NW5 2SU,-0.130939,51.548905
,NW5 2SW,-0.132366,51.551041
,NW5 2SX,-0.131814,51.549377
,NW5 2SY,-0.132304,51.550086
,NW5 2TA,-0.133643,51.550162
,NW5 2TE,-0.130854,51.548517
,NW5 2TG,-0.140367,51.551141
,NW5 2TH,-0.140782,51.551588
,NW5 2TJ,-0.141074,51.550433
,NW5 2TP,-0.141463,51.548676
,NW5 2TU,-0.139271,51.549721
,NW5 2TX,-0.137733,51.550317
,NW5 2TY,-0.137525,51.550106
,NW5 2UA,-0.137297,51.549671
,NW5 2UB,-0.136941,51.549567
,NW5 2UD,-0.136536,51.549938
,NW5 2UE,-0.135744,51.549907
,NW5 2UG,-0.135489,51.549463
,NW5 2UH,-0.135096,51.549537
,NW5 2UJ,-0.141362,51.550446
,NW5 2UP,-0.138116,51.550467
,NW5 2UT,-0.137545,51.551384
,NW5 2UU,-0.136884,51.550969
,NW5 2UW,-0.146726,51.550837
,NW5 2UX,-0.136279,51.55095
,NW5 2UY,-0.13645,51.551357
,NW5 2WS,-0.146726,51.550837
,NW5 2XA,-0.13612,51.551649
,NW5 2XB,-0.136356,51.551895
,NW5 2XD,-0.135431,51.552978
,NW5 2XE,-0.135964,51.552662
,NW5 2XG,-0.135777,51.553334
,NW5 2XH,-0.136513,51.553328
,NW5 2XJ,-0.136496,51.553058
,NW5 2XL,-0.137393,51.552991
,NW5 2XN,-0.13658,51.552744
,NW5 2XP,-0.136519,51.552482
,NW5 2XQ,-0.146726,51.550837
,NW5 2XR,-0.136902,51.5523
,NW5 2XS,-0.137522,51.552301
,NW5 2XT,-0.137598,51.551567
,NW5 3AA,-0.141744,51.549211
,NW5 3AB,-0.143351,51.549767
,NW5 3AD,-0.141667,51.549678
,NW5 3AE,-0.142016,51.549629
,NW5 3AF,-0.14725,51.547536
,NW5 3AG,-0.147441,51.5478
,NW5 3AH,-0.142812,51.549201
,NW5 3AN,-0.143922,51.54956
,NW5 3AP,-0.146306,51.549112
,NW5 3AQ,-0.144362,51.550098
,NW5 3AS,-0.147674,51.54953
,NW5 3AT,-0.14475,51.54978
,NW5 3AU,-0.1465,51.548687
,NW5 3AW,-0.143921,51.546764
,NW5 3AX,-0.145659,51.549057
,NW5 3AY,-0.145161,51.549607
,NW5 3AZ,-0.153659,51.545631
,NW5 3BA,-0.147043,51.549154
,NW5 3BB,-0.147694,51.550088
,NW5 3BH,-0.148031,51.549976
,NW5 3BJ,-0.144232,51.548693
,NW5 3BL,-0.144639,51.54861
,NW5 3BP,-0.144318,51.548344
,NW5 3BS,-0.143949,51.548203
,NW5 3BT,-0.143608,51.548773
,NW5 3BU,-0.142152,51.549119
,NW5 3BW,-0.144791,51.54919
,NW5 3BX,-0.142226,51.548724
,NW5 3BY,-0.142229,51.548284
,NW5 3BZ,-0.146726,51.550837
,NW5 3DA,-0.142786,51.548059
,NW5 3DB,-0.142157,51.547923
,NW5 3DD,-0.142255,51.547646
,NW5 3DE,-0.142518,51.547569
,NW5 3DF,-0.145508,51.547463
,NW5 3DG,-0.142811,51.547097
,NW5 3DH,-0.143136,51.547983
,NW5 3DJ,-0.14332,51.547707
,NW5 3DL,-0.144936,51.548389
,NW5 3DN,-0.145668,51.548482
,NW5 3DS,-0.143759,51.547543
,NW5 3DT,-0.144406,51.547673
,NW5 3DU,-0.144686,51.547459
,NW5 3DX,-0.145262,51.547468
,NW5 3DY,-0.145501,51.547994
,NW5 3EA,-0.145793,51.547531
,NW5 3ED,-0.146599,51.54722
,NW5 3EF,-0.146099,51.547113
,NW5 3EH,-0.146216,51.547495
,NW5 3EJ,-0.146273,51.548509
,NW5 3EL,-0.146768,51.548391
,NW5 3EN,-0.147062,51.548612
,NW5 3ER,-0.147769,51.549657
,NW5 3EW,-0.14509,51.550706
,NW5 3EX,-0.146289,51.549886
,NW5 3HA,-0.151545,51.547963
,NW5 3HB,-0.150589,51.547714
,NW5 3HD,-0.150255,51.547403
,NW5 3HE,-0.150268,51.547089
,NW5 3HG,-0.151562,51.547532
,NW5 3HH,-0.151141,51.546905
,NW5 3HL,-0.150166,51.546754
,NW5 3HN,-0.15083,51.546378
,NW5 3HP,-0.150183,51.546341
,NW5 3HR,-0.150651,51.546178
,NW5 3HS,-0.15149,51.546461
,NW5 3HT,-0.151265,51.546331
,NW5 3HY,-0.151756,51.546681
,NW5 3HZ,-0.151944,51.547007
,NW5 3JA,-0.152666,51.546983
,NW5 3JB,-0.153094,51.546747
,NW5 3LA,-0.143014,51.546713
,NW5 3LD,-0.143587,51.546471
,NW5 3LG,-0.145045,51.54679
,NW5 3LH,-0.144539,51.546468
,NW5 3LJ,-0.145784,51.546353
,NW5 3LL,-0.146509,51.546313
,NW5 3LN,-0.147117,51.546913
,NW5 3LQ,-0.14216,51.546799
,NW5 3LR,-0.146927,51.547324
,NW5 3LT,-0.147223,51.54607
,NW5 3LW,-0.142827,51.546342
,NW5 3LY,-0.149034,51.545855
,NW5 3NA,-0.149642,51.545811
,NW5 3ND,-0.151621,51.546085
,NW5 3NE,-0.14973,51.546118
,NW5 3NL,-0.146795,51.54817
,NW5 3NN,-0.14696,51.548269
,NW5 3NS,-0.148822,51.547893
,NW5 3NT,-0.149281,51.545823
,NW5 3PH,-0.149247,51.546668
,NW5 3PJ,-0.149613,51.5476
,NW5 3PS,-0.152113,51.546048
,NW5 3PT,-0.153327,51.545995
,NW5 3PU,-0.152547,51.545668
,NW5 3PY,-0.153257,51.545646
,NW5 3QB,-0.15441,51.545607
,NW5 3QD,-0.154906,51.546514
,NW5 3QE,-0.155193,51.546915
,NW5 3QG,-0.154799,51.547034
,NW5 3QH,-0.154161,51.546413
,NW5 3QJ,-0.154161,51.546413
,NW5 3QL,-0.152691,51.54603
,NW5 3QN,-0.15281,51.546275
,NW5 3QP,-0.152088,51.546299
,NW5 3QR,-0.153066,51.546368
,NW5 3RR,-0.146726,51.550837
,NW5 3UP,-0.143463,51.550911
,NW5 3WS,-0.146726,51.550837
,NW5 3YB,-0.146726,51.550837
,NW5 4AA,-0.152041,51.552533
